No,feature_name,japanese_meaning,calculation_method,source_data,history_window,category,code_location,includes_maiden_history,related_features,gain_importance,split_importance,human_decision,calculation_detail_status,duplicate_name_count,input_column_type
233,last1_class_grade:E|condition:12,前走のグレード×条件コードが『E|condition:12』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
234,last1_class_grade:E|condition:13,前走のグレード×条件コードが『E|condition:13』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
235,last1_class_grade:E|condition:14,前走のグレード×条件コードが『E|condition:14』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
236,last1_class_grade:E|condition:18,前走のグレード×条件コードが『E|condition:18』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
237,last1_class_grade:E|condition:19,前走のグレード×条件コードが『E|condition:19』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
238,last1_class_grade:F|condition:18,前走のグレード×条件コードが『F|condition:18』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:F|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
239,last1_class_grade:F|condition:19,前走のグレード×条件コードが『F|condition:19』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:F|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
240,last1_class_grade:G|condition:18,前走のグレード×条件コードが『G|condition:18』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:G|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
241,last1_class_grade:G|condition:19,前走のグレード×条件コードが『G|condition:19』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:G|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
242,last1_class_grade:H|condition:18,前走のグレード×条件コードが『H|condition:18』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:H|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
243,last1_class_grade:H|condition:19,前走のグレード×条件コードが『H|condition:19』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:H|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
244,last1_class_grade:L|condition:11,前走のグレード×条件コードが『L|condition:11』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
245,last1_class_grade:L|condition:12,前走のグレード×条件コードが『L|condition:12』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
246,last1_class_grade:L|condition:13,前走のグレード×条件コードが『L|condition:13』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
247,last1_class_grade:L|condition:14,前走のグレード×条件コードが『L|condition:14』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
248,last1_class_grade:unknown|condition:11,前走のグレード×条件コードが『unknown|condition:11』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
249,last1_class_grade:unknown|condition:12,前走のグレード×条件コードが『unknown|condition:12』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
250,last1_class_grade:unknown|condition:13,前走のグレード×条件コードが『unknown|condition:13』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:13,71.50950241088867,2.0,,CODE_TRACED,1,one-hot
251,last1_class_grade:unknown|condition:14,前走のグレード×条件コードが『unknown|condition:14』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
252,last1_class_grade:unknown|condition:18,前走のグレード×条件コードが『unknown|condition:18』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
253,last1_class_grade:unknown|condition:19,前走のグレード×条件コードが『unknown|condition:19』であることを表す0/1列,元のカテゴリ列 last1_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
254,last1_class_unknown,対象馬の直近3走についてlast1 class unknownを集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Other,src/backtest.py:963-1020,YES,lastN_class_unknown,0.0,0.0,,CODE_TRACED,1,raw feature
255,last1_class_nan,対象馬の直近3走についてlast1 class nanを集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Other,src/backtest.py:963-1020,YES,lastN_class_nan,0.0,0.0,,CODE_TRACED,1,raw feature
256,last2_class_grade:A|condition:11,前々走のグレード×条件コードが『A|condition:11』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
257,last2_class_grade:A|condition:12,前々走のグレード×条件コードが『A|condition:12』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
258,last2_class_grade:A|condition:13,前々走のグレード×条件コードが『A|condition:13』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
259,last2_class_grade:A|condition:14,前々走のグレード×条件コードが『A|condition:14』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
260,last2_class_grade:B|condition:11,前々走のグレード×条件コードが『B|condition:11』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
261,last2_class_grade:B|condition:12,前々走のグレード×条件コードが『B|condition:12』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
262,last2_class_grade:B|condition:13,前々走のグレード×条件コードが『B|condition:13』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
263,last2_class_grade:B|condition:14,前々走のグレード×条件コードが『B|condition:14』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
264,last2_class_grade:C|condition:11,前々走のグレード×条件コードが『C|condition:11』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
265,last2_class_grade:C|condition:12,前々走のグレード×条件コードが『C|condition:12』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
266,last2_class_grade:C|condition:13,前々走のグレード×条件コードが『C|condition:13』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
267,last2_class_grade:C|condition:14,前々走のグレード×条件コードが『C|condition:14』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
268,last2_class_grade:D|condition:11,前々走のグレード×条件コードが『D|condition:11』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
269,last2_class_grade:D|condition:12,前々走のグレード×条件コードが『D|condition:12』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
270,last2_class_grade:D|condition:13,前々走のグレード×条件コードが『D|condition:13』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:D|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
271,last2_class_grade:E|condition:11,前々走のグレード×条件コードが『E|condition:11』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:11,14.2524995803833,1.0,,CODE_TRACED,1,one-hot
272,last2_class_grade:E|condition:12,前々走のグレード×条件コードが『E|condition:12』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
273,last2_class_grade:E|condition:13,前々走のグレード×条件コードが『E|condition:13』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
274,last2_class_grade:E|condition:14,前々走のグレード×条件コードが『E|condition:14』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
275,last2_class_grade:E|condition:18,前々走のグレード×条件コードが『E|condition:18』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
276,last2_class_grade:E|condition:19,前々走のグレード×条件コードが『E|condition:19』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:E|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
277,last2_class_grade:F|condition:18,前々走のグレード×条件コードが『F|condition:18』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:F|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
278,last2_class_grade:F|condition:19,前々走のグレード×条件コードが『F|condition:19』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:F|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
279,last2_class_grade:G|condition:18,前々走のグレード×条件コードが『G|condition:18』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:G|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
280,last2_class_grade:G|condition:19,前々走のグレード×条件コードが『G|condition:19』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:G|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
281,last2_class_grade:H|condition:18,前々走のグレード×条件コードが『H|condition:18』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:H|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
282,last2_class_grade:H|condition:19,前々走のグレード×条件コードが『H|condition:19』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:H|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
283,last2_class_grade:L|condition:11,前々走のグレード×条件コードが『L|condition:11』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
284,last2_class_grade:L|condition:12,前々走のグレード×条件コードが『L|condition:12』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
285,last2_class_grade:L|condition:13,前々走のグレード×条件コードが『L|condition:13』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
286,last2_class_grade:L|condition:14,前々走のグレード×条件コードが『L|condition:14』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:L|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
287,last2_class_grade:unknown|condition:11,前々走のグレード×条件コードが『unknown|condition:11』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:11,112.82760047912598,5.0,,CODE_TRACED,1,one-hot
288,last2_class_grade:unknown|condition:12,前々走のグレード×条件コードが『unknown|condition:12』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
289,last2_class_grade:unknown|condition:13,前々走のグレード×条件コードが『unknown|condition:13』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
290,last2_class_grade:unknown|condition:14,前々走のグレード×条件コードが『unknown|condition:14』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:14,60.59859848022461,1.0,,CODE_TRACED,1,one-hot
291,last2_class_grade:unknown|condition:18,前々走のグレード×条件コードが『unknown|condition:18』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:18,0.0,0.0,,CODE_TRACED,1,one-hot
292,last2_class_grade:unknown|condition:19,前々走のグレード×条件コードが『unknown|condition:19』であることを表す0/1列,元のカテゴリ列 last2_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:unknown|condition:19,0.0,0.0,,CODE_TRACED,1,one-hot
293,last2_class_unknown,対象馬の直近3走についてlast2 class unknownを集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Other,src/backtest.py:963-1020,YES,lastN_class_unknown,0.0,0.0,,CODE_TRACED,1,raw feature
294,last2_class_nan,対象馬の直近3走についてlast2 class nanを集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Other,src/backtest.py:963-1020,YES,lastN_class_nan,0.0,0.0,,CODE_TRACED,1,raw feature
295,last3_class_grade:A|condition:11,3走前のグレード×条件コードが『A|condition:11』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
296,last3_class_grade:A|condition:12,3走前のグレード×条件コードが『A|condition:12』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
297,last3_class_grade:A|condition:13,3走前のグレード×条件コードが『A|condition:13』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
298,last3_class_grade:A|condition:14,3走前のグレード×条件コードが『A|condition:14』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:A|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
299,last3_class_grade:B|condition:11,3走前のグレード×条件コードが『B|condition:11』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
300,last3_class_grade:B|condition:12,3走前のグレード×条件コードが『B|condition:12』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
301,last3_class_grade:B|condition:13,3走前のグレード×条件コードが『B|condition:13』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:13,0.0,0.0,,CODE_TRACED,1,one-hot
302,last3_class_grade:B|condition:14,3走前のグレード×条件コードが『B|condition:14』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:B|condition:14,0.0,0.0,,CODE_TRACED,1,one-hot
303,last3_class_grade:C|condition:11,3走前のグレード×条件コードが『C|condition:11』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:11,0.0,0.0,,CODE_TRACED,1,one-hot
304,last3_class_grade:C|condition:12,3走前のグレード×条件コードが『C|condition:12』であることを表す0/1列,元のカテゴリ列 last3_class_grade を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_class_grade:C|condition:12,0.0,0.0,,CODE_TRACED,1,one-hot
